jw_entity_id,title,type,release_year,seasons
ts265144,Ranking of Kings,show,2021,1
ts4242,Dragon Ball GT,show,1996,4
ts38785,Berserk,show,2016,2
ts41257,Re:ZERO -Starting Life in Another World-,show,2016,2
ts20250,Parasyte -the maxim-,show,2014,1
ts44928,KonoSuba – God's blessing on this wonderful world!!,show,2016,3
ts34193,The Devil Is a Part-Timer!,show,2013,2
ts25252,Yu-Gi-Oh!,show,1998,7
ts42169,ERASED,show,2016,1
ts35155,Gurren Lagann,show,2007,1
ts25177,Mobile Suit Gundam,show,1979,1
ts20202,Tokyo Ghoul,show,2014,4
ts28125,Fighting Spirit,show,2000,3
ts22386,RWBY,show,2013,8
ts20513,Fairy Tail,show,2009,9
ts84657,Kaguya-sama: Love Is War,show,2019,3
ts10145,Case Closed,show,1996,51
ts56104,Boruto: Naruto Next Generations,show,2017,2
ts84633,The Promised Neverland,show,2019,2
ts21930,Lupin the Third,show,1971,6
ts58045,Classroom of the Elite,show,2017,2
ts34554,Rurouni Kenshin,show,1996,4
ts286543,My Dress-Up Darling,show,2022,1
ts29406,Gintama,show,2006,12
ts28998,Mobile Suit Gundam Wing,show,1995,1
ts87522,Fruits Basket - 2019,show,2019,3
ts47734,Yuri!!! on Ice,show,2016,1
ts271380,ODDTAXI,show,2021,1
ts87563,Dr. Stone,show,2019,3
ts84230,That Time I Got Reincarnated as a Slime,show,2018,2
ts29358,Ghost Stories,show,2000,1
ts89550,Fire Force,show,2019,2
ts84631,The Rising of the Shield Hero,show,2019,2
ts84141,Goblin Slayer,show,2018,1
ts222366,Mushoku Tensei: Jobless Reincarnation,show,2021,1
ts227439,86: Eighty-Six,show,2021,2
ts26050,Mushi-Shi,show,2005,3
ts224077,To Your Eternity,show,2021,2
ts14127,Fist of the North Star,show,1984,6
ts44387,My Teen Romantic Comedy SNAFU,show,2013,3
ts34087,Puella Magi Madoka Magica,show,2011,1
ts75516,The Ancient Magus' Bride,show,2017,2
ts249912,Tokyo Revengers,show,2021,1
ts28014,Another,show,2012,1
ts84280,Rascal Does Not Dream of Bunny Girl Senpai,show,2018,1
ts20548,Monogatari,show,2009,12
ts11151,Fate/Zero,show,2011,2
ts20249,Your Lie in April,show,2014,1
ts22232,The Future Diary,show,2011,1
ts42256,Bungo Stray Dogs,show,2016,3
ts224068,The Misfit of Demon King Academy,show,2020,1
ts26215,Mobile Fighter G Gundam,show,1994,1
ts20014,Sailor Moon Crystal,show,2014,4
ts223383,Life Lessons with Uramichi Oniisan,show,2021,1
ts21278,Revolutionary Girl Utena,show,1997,4
ts77768,DARLING in the FRANXX,show,2018,1
ts20225,Yona of the Dawn,show,2014,1
ts77415,Junji Ito Collection,show,2018,1
ts237485,World's End Harem,show,2021,1
ts27365,Rosario + Vampire,show,2008,2
ts33772,Nichijou: My Ordinary Life,show,2011,1
ts254731,SK8 the Infinity,show,2021,1
ts38712,Kabaneri of the Iron Fortress,show,2016,2
ts53433,Saga of Tanya the Evil,show,2017,2
ts254486,Horimiya,show,2021,1
ts30083,Angel Beats!,show,2010,1
ts232804,Digimon Adventure,show,2020,1
ts82228,Cells at Work!,show,2018,2
ts87564,Arifureta: From Commonplace to World's Strongest,show,2019,2
ts30730,Tenchi Muyo!,show,1992,5
ts77726,Laid-Back Camp,show,2018,2
ts20308,Full Metal Panic!,show,2002,4
ts82053,Angels of Death,show,2018,2
ts224165,Tower of God,show,2020,1
ts41161,Noragami,show,2014,2
ts271378,Vivy -Fluorite Eye's Song-,show,2021,1
ts77706,A Place Further Than the Universe,show,2018,1
ts4696,Fate/stay night [Unlimited Blade Works],show,2014,2
ts42043,March Comes in Like a Lion,show,2016,2
ts28824,Street Fighter,show,1995,3
ts32450,The Prince of Tennis,show,2001,13
ts20252,Trinity Seven,show,2014,1
ts256059,Tsukimichi -Moonlit Fantasy-,show,2021,1
ts30820,Slam Dunk,show,1993,2
ts7708,anohana: The Flower We Saw That Day,show,2011,1
ts84640,Domestic Girlfriend,show,2019,1
ts46776,Gunbuster,show,1988,2
ts36073,Rokka: Braves of the Six Flowers,show,2015,1
ts22286,Cardcaptor Sakura,show,1998,4
ts26933,From the New World,show,2012,1
ts285780,The Case Study of Vanitas,show,2021,2
ts20544,Ouran High School Host Club,show,2006,1
ts186408,Keep Your Hands Off Eizouken!,show,2020,1
ts35487,Blue Spring Ride,show,2014,1
ts255541,Wonder Egg Priority,show,2021,1
ts22249,Kuroko's Basketball,show,2012,3
ts47142,Ninja Scroll: The Series,show,2003,1
ts255407,Dragon Quest: The Adventure of Dai,show,2020,1
ts255909,Shadows House,show,2021,2
ts22017,Mobile Suit Gundam 00,show,2007,2
ts220224,Cautious Hero: The Hero Is Overpowered but Overly Cautious,show,2019,1
ts77518,Teasing Master Takagi-san,show,2018,3
ts272932,The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat,show,2021,1
ts79546,MEGALOBOX,show,2018,2
ts226581,Akudama Drive,show,2020,1
ts26322,Toradora!,show,2008,2
ts38116,Mobile Suit Gundam: Iron-Blooded Orphans,show,2015,2
ts35988,Snow White with the Red Hair,show,2015,2
ts285872,takt op.Destiny,show,2021,1
ts53369,Miss Kobayashi's Dragon Maid,show,2017,2
ts33198,School Days,show,2007,1
ts18865,Danganronpa: The Animation,show,2013,2
ts84364,Zombieland Saga,show,2018,2
ts287000,Skeleton Knight in Another World,show,2022,1
ts21539,Digimon Fusion,show,2010,2
ts20240,Strike the Blood,show,2013,5
ts217722,Welcome to Demon School! Iruma-kun,show,2019,3
ts78390,Golden Kamuy,show,2018,4
ts222729,Toilet-Bound Hanako-kun,show,2020,1
ts88363,"Why the Hell are You Here, Teacher!?",show,2019,1
ts27050,K-Project,show,2012,2
ts39133,Hyouka,show,2012,1
ts87375,Wise Man's Grandchild,show,2019,1
ts9246,Blue Exorcist,show,2011,2
ts221078,In/Spectre,show,2020,2
ts26428,Yu-Gi-Oh! 5D's,show,2008,5
ts223380,"Bofuri: I Don’t Want to Get Hurt, so I’ll Max Out My Defense.",show,2020,2
ts20683,Log Horizon,show,2013,3
ts35275,Blood Blockade Battlefront,show,2015,2
ts237364,Yashahime: Princess Half-Demon,show,2020,2
ts24199,Mobile Suit Gundam SEED,show,2002,4
ts89560,Given,show,2019,1
ts89551,How Heavy Are the Dumbbells You Lift?,show,2019,1
ts251033,"Don't Toy With Me, Miss Nagatoro",show,2021,1
ts27586,Magi,show,2012,3
ts77783,Record of Grancrest War,show,2018,1
ts41846,Orange,show,2016,1
ts26929,My Little Monster,show,2012,1
ts31455,Yu-Gi-Oh! GX,show,2004,4
ts225545,The God of High School,show,2020,1
ts25765,Vampire Knight,show,2008,2
ts24483,Saint Seiya: The Lost Canvas,show,2009,2
ts87471,Darwin's Game,show,2020,1
ts283078,The Greatest Demon Lord Is Reborn as a Typical Nobody,show,2022,1
ts79824,Sword Art Online Alternative: Gun Gale Online,show,2018,1
ts53960,Granblue Fantasy: The Animation,show,2017,2
ts226373,Moriarty the Patriot,show,2020,2
ts79723,Steins;Gate 0,show,2018,1
ts270555,Shikimori's Not Just a Cutie,show,2022,1
ts272271,The Strongest Sage With the Weakest Crest,show,2022,1
ts35492,Nisekoi,show,2014,2
ts75632,Cardcaptor Sakura: Clear Card,show,2018,1
ts20219,Terra Formars,show,2014,2
ts41487,91 Days,show,2016,1
ts251544,Fena: Pirate Princess,show,2021,1
ts35373,Plastic Memories,show,2015,1
ts35457,My Love Story!!,show,2015,1
ts55531,Saekano: How to Raise a Boring Girlfriend,show,2015,2
ts26576,Holy Knight,show,2012,1
ts43171,Lupin the Third: The Italian Adventure,show,2015,1
ts41489,Hitori no Shita: The Outcast,show,2016,4
ts87763,gen:LOCK,show,2019,2
ts82109,Asobi Asobase - workshop of fun -,show,2018,1
ts56657,Yu-Gi-Oh! VRAINS,show,2017,3
ts57802,My First Girlfriend is a Gal,show,2017,1
ts26449,A Certain Magical Index,show,2008,3
ts29956,The World God Only Knows,show,2010,3
ts42441,Michiko & Hatchin,show,2008,1
ts33329,Date a Live,show,2013,4
ts32818,Maoyu: Archenemy & Hero,show,2013,1
ts286257,Love After World Domination,show,2022,1
ts288276,Aoashi,show,2022,1
ts255255,Burn the Witch,show,2020,1
ts220153,Plunderer,show,2020,1
ts33072,Mobile Suit Gundam Seed Destiny,show,2004,2
ts79331,Persona 5: The Animation,show,2018,1
ts20593,Kenichi: The Mightiest Disciple,show,2006,2
ts12930,Beyblade: Metal Saga,show,2009,5
ts354552,Tomodachi Game,show,2022,1
ts58041,Tsuredure Children,show,2017,1
ts42124,ReLIFE,show,2016,2
ts22426,The Irregular at Magic High School,show,2014,2
ts44317,Gankutsuou,show,2004,1
ts32478,Kaiji,show,2007,2
ts39260,Yakitate!! Japan,show,2004,3
ts75838,Recovery of an MMO Junkie,show,2017,1
ts20226,The Fruit of Grisaia,show,2014,3
ts237291,The Hidden Dungeon Only I Can Enter,show,2021,1
ts237411,The Day I Became a God,show,2020,1
ts217704,Ascendance of a Bookworm,show,2019,2
ts225650,"So I'm a Spider, So What?",show,2021,1
ts86186,The Quintessential Quintuplets,show,2019,2
ts77769,Death March to the Parallel World Rhapsody,show,2018,1
ts20807,Ace of Diamond,show,2013,3
ts16399,A Certain Scientific Railgun,show,2009,3
ts53585,Natsume Yujin-cho,show,2008,6
ts82074,Yuuna and the Haunted Hot Springs,show,2018,1
ts27094,Nyaruko: Crawling With Love!,show,2012,2
ts223236,Seton Academy: Join the Pack!,show,2020,1
ts311031,Digimon Ghost Game,show,2021,1
ts253340,Shenmue the Animation,show,2022,1
ts58032,In Another World with My Smartphone,show,2017,1
ts51384,Keijo!!!!!!!!,show,2016,1
ts35459,Sound! Euphonium,show,2015,2
ts27114,Kaiba,show,2008,1
ts41280,Danganronpa 3: The End of Hope's Peak High School,show,2016,3
ts15793,Daily Lives of High School Boys,show,2012,1
ts57945,Restaurant to Another World,show,2017,2
ts227438,Combatants Will Be Dispatched!,show,2021,1
ts285023,AMAIM Warrior at the Borderline,show,2021,1
ts277386,Platinum End,show,2021,1
ts44298,Non Non Biyori,show,2013,3
ts38707,Ace Attorney,show,2016,2
ts224204,Sleepy Princess in the Demon Castle,show,2020,1
ts272152,"The Fruit of Evolution: Before I Knew It, My Life Had It Made",show,2021,1
ts52881,Kimi ni Todoke: From Me to You,show,2009,2
ts76614,Thermae Romae,show,2012,6
ts17721,Encouragement of Climb,show,2013,3
ts77716,Citrus,show,2018,1
ts7872,Campione!,show,2012,1
ts77258,City Hunter,show,1987,4
ts225641,The 8th Son? Are You Kidding Me?,show,2020,1
ts90371,Mobile Suit Gundam: The Origin - Advent of the Red Comet,show,2019,1
ts53038,Tawawa on Monday,show,2016,2
ts6051,Boogiepop Phantom,show,2000,1
ts75698,The Legend of the Galactic Heroes: Die Neue These,show,2018,3
ts35261,Gunslinger Stratos: The Animation,show,2015,1
ts89552,"Demon Lord, Retry!",show,2019,1
ts35087,Galaxy Express 999,show,1978,1
ts76736,Ronin Warriors: Message,show,1991,1
ts53340,The Mysterious Play,show,1995,4
ts225665,Onyx Equinox,show,2020,1
ts85668,Boogiepop and Others,show,2019,1
ts88954,We Never Learn: BOKUBEN,show,2019,2
ts326566,Trapped in a Dating Sim: The World of Otome Games Is Tough for Mobs,show,2022,1
ts80216,The Melancholy of Haruhi Suzumiya,show,2009,1
ts268460,"Girlfriend, Girlfriend",show,2021,1
ts224178,The Garden of Sinners,show,2013,1
ts84431,SSSS.GRIDMAN,show,2018,1
ts20997,Saint Seiya Omega,show,2012,2
ts225828,TONIKAWA: Over the Moon for You,show,2020,2
ts38724,Flying Witch,show,2016,1
ts14234,Cardfight!! Vanguard,show,2011,11
ts21213,Yu-Gi-Oh! Zexal,show,2011,6
ts216695,High School Prodigies Have It Easy Even in Another World!,show,2019,1
ts26560,Space Brothers,show,2012,2
ts225079,Uzaki-chan Wants to Hang Out!,show,2020,2
ts268843,Remake Our Life!,show,2021,1
ts44098,Yu-Gi-Oh! Arc-V,show,2014,3
ts55813,Akashic Records of Bastard Magic Instructor,show,2017,2
ts57946,GAMERS!,show,2017,1
ts42102,And You Thought There Is Never a Girl Online?,show,2016,1
ts78392,Hinamatsuri,show,2018,1
ts56112,Love Tyrant,show,2017,1
ts287274,The Dawn of the Witch,show,2022,1
ts29377,Megabeast Investigator Juspion,show,1985,1
ts80096,Kakuriyo -Bed & Breakfast for Spirits-,show,2018,1
ts224648,Monster Girl Doctor,show,2020,1
ts78393,GeGeGe no Kitaro,show,2018,1
ts77771,School Babysitters,show,2018,1
ts225823,Kemono Jihen,show,2021,1
ts77087,Komori-san Can't Decline!,show,2015,1
ts79359,Caligula,show,2018,1
ts518,Beelzebub,show,2011,1
ts20201,World Trigger,show,2014,3
ts33291,s-CRY-ed,show,2001,1
ts42629,Dagashi Kashi,show,2016,2
ts75755,Anime-Gataris,show,2017,1
ts33718,Free!,show,2013,3
ts82274,Drop Kick on My Devil!!,show,2018,3
ts35466,Yamada-kun and the Seven Witches,show,2015,1
ts32800,Theatre of Darkness: Yamishibai,show,2013,10
ts269030,Seirei Gensouki: Spirit Chronicles,show,2021,1
ts75776,Juni Taisen: Zodiac War,show,2017,1
ts36105,Sgt. Frog,show,2004,10
ts302666,Aharen-san wa Hakarenai,show,2022,1
ts2249,Dirty Pair,show,1985,1
ts77787,Pop Team Epic,show,2018,2
ts37196,Gundam Build Fighters,show,2013,2
ts88985,Ao-chan Can't Study!,show,2019,1
ts32669,Triage X,show,2015,1
ts79742,Saint Seiya: Saintia Sho,show,2018,1
ts80099,Isekai Izakaya: Japanese Food From Another World,show,2018,1
ts26691,Blast of Tempest,show,2012,1
ts231077,Rent-a-Girlfriend,show,2020,2
ts82387,Lupin the 3rd,show,1977,4
ts17906,Demon King Daimao,show,2010,1
ts75769,Kino's Journey: The Beautiful World,show,2017,1
ts223219,SUPER HxEROS,show,2020,1
ts77713,Basilisk: The Ouka Ninja Scrolls,show,2018,1
ts269386,Full Dive: This Ultimate Next-Gen Full Dive RPG Is Even Shittier Than Real Life!,show,2021,1
ts41553,Hikaru no Go,show,2001,3
ts42160,Tales of Zestiria the X,show,2016,2
ts88669,YU-NO: A Girl Who Chants Love at the Bound of This World,show,2019,1
ts20073,Survival Game Club,show,2014,1
ts55543,Digimon Adventure Tri,show,2015,6
ts213189,Isekai Cheat Magician,show,2019,1
ts30146,Mischievous Kiss,show,2010,1
ts33840,Nagi-Asu: A Lull in the Sea,show,2013,2
ts90314,Do You Love Your Mom and Her Two-Hit Multi-Target Attacks?,show,2019,1
ts222382,Wandering Witch: The Journey of Elaina,show,2020,1
ts75757,Blend S,show,2017,1
ts38723,The Asterisk War,show,2015,2
ts39025,Taboo Tattoo,show,2016,1
ts40775,Love Hina Again,show,2002,1
ts16771,Eyeshield 21,show,2005,1
ts216707,Assassins Pride,show,2019,1
ts33694,Oreshura,show,2013,1
ts273441,In the Land of Leadale,show,2022,1
ts251542,"Higehiro: After Being Rejected, I Shaved and Took in a High School Runaway",show,2021,1
ts23967,The Twelve Kingdoms,show,2002,4
ts56103,Eromanga Sensei,show,2017,1
ts12311,Cat's Eye,show,1983,2
ts20778,The World is Still Beautiful,show,2014,1
ts102805,Fate/Grand Order - Absolute Demonic Front: Babylonia,show,2019,1
ts38720,Kiznaiver,show,2016,1
ts55811,WorldEnd: What are you doing at the end of the world? Are you busy? Will you save us?,show,2017,1
ts11257,Chihayafuru,show,2011,3
ts29076,REBORN!,show,2006,9
ts43922,Witch Craft Works,show,2014,1
ts32935,Space Pirate Captain Harlock,show,1978,1
ts5606,Aria,show,2005,3
ts79325,Umamusume: Pretty Derby,show,2018,2
ts53430,Seiren,show,2017,1
ts285870,Akebi's Sailor Uniform,show,2022,1
ts314925,Birdie Wing -Golf Girls' Story-,show,2022,2
ts87210,Mobile Suit Gundam Wing Endless Waltz,show,1997,1
ts19187,Chi's Sweet Home,show,2008,4
ts236537,By the Grace of the Gods,show,2020,2
ts88999,Isekai Quartet,show,2019,2
ts20670,Toriko,show,2011,3
ts84403,DAKAICHI -I'm being harassed by the sexiest man of the year-,show,2018,1
ts236473,Cells at Work! Code Black,show,2021,2
ts57185,Mr. Osomatsu,show,2015,3
ts75766,A Sister's All You Need,show,2017,1
ts261530,Backflip!!,show,2021,1
ts53042,Bloodivores,show,2016,1
ts51387,"Kiss Him, Not Me",show,2016,1
ts77785,Sanrio Boys,show,2018,1
ts225675,Noblesse,show,2020,1
ts6355,Bludgeoning Angel Dokuro-Chan,show,2005,2
ts32776,"Problem Children Are Coming from Another World, Aren't They?",show,2013,1
ts26444,Time of Eve,show,2008,1
ts55377,Anti-Magic Academy: The 35th Test Platoon,show,2015,1
ts84848,Tsurune,show,2018,2
ts35577,God Eater,show,2015,1
ts75774,Our Love Has Always Been 10 Centimeters Apart.,show,2017,1
ts225134,Princess Connect! Re:Dive,show,2020,2
ts289859,Rust-Eater Bisco,show,2022,1
ts218885,Somali and the Forest Spirit,show,2020,1
ts219171,ORESUKI: Are you the only one who loves me?,show,2019,2
ts29400,Kimagure Orange Road,show,1987,2
ts28698,Kekkaishi,show,2006,1
ts20063,Aldnoah.Zero,show,2014,2
ts9567,11eyes,show,2009,1
ts53132,Cyborg 009,show,2001,2
ts43073,Showa Genroku Rakugo Shinju,show,2016,2
ts235591,Suppose a Kid From the Last Dungeon Boonies Moved to a Starter Town?,show,2021,1
ts28167,Martian Successor Nadesico,show,1996,1
ts60873,Kyo Kara Maoh!,show,2004,3
ts269508,Love of Kill,show,2022,1
ts42211,Myriad Colors Phantom World,show,2016,1
ts255514,Cherry Magic! Thirty Years of Virginity Can Make You a Wizard?!,show,2020,1
ts56105,Tsukigakirei,show,2017,1
ts249499,Hortensia Saga,show,2021,1
ts268280,Battle Game in 5 Seconds,show,2021,1
ts221923,Magia Record: Puella Magi Madoka Magica Side Story,show,2020,3
ts33317,Gargantia on the Verdurous Planet,show,2013,2
ts286936,The Faraway Paladin,show,2021,1
ts58176,Knight's & Magic,show,2017,1
ts42557,Honey and Clover,show,2005,3
ts32519,Pretty Cure,show,2004,2
ts88982,The Helpful Fox Senko-san,show,2019,1
ts53365,Masamune-kun's Revenge,show,2017,1
ts36927,Fate/kaleid liner Prisma Illya,show,2013,4
ts236963,D4DJ First Mix,show,2020,1
ts42212,She and Her Cat -Everything Flows-,show,2016,1
ts35329,Saint Seiya: Soul of Gold,show,2015,1
ts20312,Brynhildr in the Darkness,show,2014,1
ts74785,"Actually, I Am...",show,2015,1
ts27189,Junjou Romantica,show,2008,3
ts53356,Gabriel DropOut,show,2017,1
ts20018,Blade Dance of Elementalers,show,2014,1
ts32360,Usagi Drop,show,2011,1
ts56437,Full Metal Panic? Fumoffu,show,2003,2
ts23262,Is the Order a Rabbit?,show,2014,3
ts25067,Gasaraki,show,1998,1
ts11779,Accel World,show,2012,1
ts38786,This Art Club Has a Problem!,show,2016,1
ts300001,Miss Kuroitsu From the Monster Development Department,show,2022,1
ts223396,SSSS.DYNAZENON,show,2021,1
ts80077,Space Battleship Tiramisu,show,2018,2
ts222891,"SING ""YESTERDAY"" FOR ME",show,2020,1
ts42251,Hundred,show,2016,1
ts22423,Inugami-san to Nekoyama-san,show,2014,1
ts223258,Gleipnir,show,2020,1
ts32231,Mushibugyou,show,2013,1
ts55288,A Town Where You Live,show,2013,1
ts86176,My Roommate is a Cat,show,2019,1
ts80894,Planet With,show,2018,1
ts224909,Shadowverse,show,2020,2
ts57008,Pilot Candidate,show,2002,1
ts306260,Heroines Run the Show,show,2022,1
ts225135,Bottom-tier Character Tomozaki,show,2021,1
ts82107,HANEBADO!,show,2018,1
ts20015,When Supernatural Battles Became Commonplace,show,2014,1
ts225854,I'm Standing on a Million Lives,show,2020,2
ts306013,The Slime Diaries: That Time I Got Reincarnated as a Slime,show,2021,1
ts8677,Ghastly Prince Enma Burning Up,show,2011,1
ts236092,Kiyo in Kyoto: From the Maiko House,show,2021,1
ts84552,As Miss Beelzebub Likes It.,show,2018,1
ts75762,GARO -VANISHING LINE-,show,2017,1
ts77788,Magical Girl Ore,show,2018,1
ts225122,I've Been Killing Slimes for 300 Years and Maxed Out My Level,show,2021,1
ts1401,Cromartie High School,show,2003,1
ts38790,Love Live! Sunshine!!,show,2016,2
ts75858,King's Game – The Animation,show,2017,1
ts35960,Tenjho Tenge,show,2004,1
ts31990,Genshiken,show,2004,3
ts12816,Big Windup!,show,2007,2
ts53435,Spiritpact,show,2016,2
ts38756,Twin Star Exorcists,show,2016,1
ts56862,Magic Kaito 1412,show,2014,1
ts255308,Osamake: Romcom Where the Childhood Friend Won't Lose,show,2021,1
ts28083,Nisemonogatari,show,2012,1
ts251702,Final Fantasy XV: Episode Ardyn -Prologue-,show,2019,1
ts26925,Polar Bear Cafe,show,2012,1
ts51395,Digimon Universe: Appli Monsters,show,2016,1
ts28402,The Wonderful Wizard of Oz,show,1987,2
ts33241,Time Jam: Valerian & Laureline,show,2007,1
ts43465,Absolute Duo,show,2015,1
ts36812,Attack on Titan: Junior High,show,2015,1
ts286384,Love Live! Nijigasaki High School Idol Club,show,2020,2
ts52962,Poco's Udon World,show,2016,1
ts35355,Punch Line,show,2015,3
ts224775,The Millionaire Detective – Balance: UNLIMITED,show,2020,1
ts53289,ACCA: 13-Territory Inspection Dept.,show,2017,1
ts55080,Tonari no Seki-kun: The Master of Killing Time,show,2014,1
ts89554,Magical Sempai,show,2019,1
ts58035,AHO-GIRL,show,2017,1
ts222505,My Next Life as a Villainess: All Routes Lead to Doom!,show,2020,2
ts217527,Azur Lane,show,2019,1
ts42549,Seisen Cerberus: Ryuukoku no Fatalités,show,2016,1
ts24467,Sweet Blue Flowers,show,2009,1
ts297686,Crunchyroll Anime Awards,show,2017,5
ts84472,Skull-face Bookseller Honda-san,show,2018,1
ts270987,Fairy Ranmaru,show,2021,1
ts217583,Didn't I Say to Make My Abilities Average in the Next Life?!,show,2019,1
ts30079,Oreimo,show,2010,2
ts20206,Love Stage!!,show,2014,1
ts224456,Koikimo,show,2021,1
ts655,El Hazard: The Wanderers,show,1995,1
ts217703,Sorcerous Stabber Orphen,show,2020,2
ts254340,Requiem of the Rose King,show,2022,1
ts219078,Ahiru no Sora,show,2019,1
ts84522,Conception,show,2018,1
ts41034,Strike Witches,show,2008,3
ts225668,High Guardian Spice,show,2021,1
ts36568,Symphogear,show,2012,5
ts52848,Cheating Craft,show,2016,1
ts222812,Kakushigoto,show,2020,1
ts534,Dramatical Murder,show,2014,1
ts77786,The Ryuo's Work is Never Done!,show,2018,1
ts24469,Saki,show,2009,3
ts222360,Infinite Dendrogram,show,2020,1
ts84415,Radiant,show,2018,2
ts75856,Love is Like a Cocktail,show,2017,1
ts236728,Mr Love: Queen's Choice,show,2020,1
ts254326,Azur Lane: Slow Ahead!,show,2021,1
ts20709,Yowamushi Pedal,show,2013,5
ts64,Blue Seed,show,1994,2
ts21852,The Law of Ueki,show,2005,1
ts253367,"With a Dog AND a Cat, Every Day Is Fun",show,2020,1
ts43871,World Break: Aria of Curse for a Holy Swordsman,show,2015,1
ts20227,Persona 4 The Golden Animation,show,2014,1
ts25680,The Tower of Druaga: The Aegis of Uruk,show,2008,2
ts84305,Run with the Wind,show,2018,1
ts32687,The Wonderful Adventures of Nils,show,1980,1
ts42262,Sweetness & Lightning,show,2016,1
ts27922,NARUTO Spin-Off: Rock Lee & His Ninja Pals,show,2012,1
ts236900,Iwa Kakeru! Sport Climbing Girls,show,2020,1
ts12825,Blue Submarine No. 6,show,1998,1
ts82037,Chio's School Road,show,2018,1
ts86890,Lord El-Melloi II's Case Files {Rail Zeppelin} Grace note,show,2019,1
ts52888,Tiger Mask W,show,2016,1
ts216555,"Science Fell in Love, So I Tried to Prove It",show,2020,2
ts237827,Drug Store in Another World: The Slow Life of a Cheat Pharmacist,show,2021,1
ts32201,The Troubled Life of Miss Kotoura,show,2013,1
ts33973,Sket Dance,show,2011,2
ts236553,Our Last Crusade or the Rise of a New World,show,2020,1
ts41927,NEW GAME!,show,2016,2
ts58057,Anime de Training! Ex,show,2015,2
ts187246,A Certain Scientific Accelerator,show,2019,1
ts226464,Bungo and Alchemist -Gears of Judgement-,show,2020,1
ts56820,Yuki Yuna Is a Hero,show,2014,3
ts38760,Space Patrol Luluco,show,2016,1
ts30449,Hakuouki,show,2010,3
ts66982,GoShogun,show,1981,1
ts39338,Tetsujin 28,show,2004,1
ts52836,The Numbers,show,2016,2
ts33980,Lovely Complex,show,2007,1
ts57877,Tales of Symphonia: The Animation,show,2007,3
ts75847,Black Fox,show,1995,1
ts88446,Sarazanmai,show,2019,1
ts38748,Big Order,show,2016,1
ts53008,Touken Ranbu: Hanamaru,show,2016,2
ts225667,FreakAngels,show,2022,1
ts250829,The World Ends With You: The Animation,show,2021,1
ts34293,YuruYuri: Happy Go Lily,show,2011,3
ts38714,The Lost Village,show,2016,1
ts42323,Amanchu!,show,2016,2
ts42263,Days,show,2016,6
ts84968,The Magnificent KOTOBUKI,show,2019,1
ts55801,Clockwork Planet,show,2017,1
